MLS Field Name,MLS Field Description,Grid Field Name,Grid Lookup Name,Grid Values,MLS Lookup Name,MLS Values
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Run in Shelter,HorseAmenities,Run in Shelter
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Round Pen,HorseAmenities,Round Pen
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Shaving Bin,HorseAmenities,Shaving Bin
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Stable(s),HorseAmenities,Stable(s)
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Tack Room,HorseAmenities,Tack Room
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Trailer Storage,HorseAmenities,Trailer Storage
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Wash Rack,HorseAmenities,Wash Rack
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Arena,HorseAmenities,Arena
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Arena covered,HorseAmenities,Arena covered
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Barn,HorseAmenities,Barn
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Boarding Facilities,HorseAmenities,Boarding Facilities
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Corral(s),HorseAmenities,Corral(s)
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Equestrian Facilities,HorseAmenities,Equestrian Facilities
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Hay Storage,HorseAmenities,Hay Storage
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Horses Allowed,HorseAmenities,Horses Allowed
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,None,HorseAmenities,None
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Other - See Remarks,HorseAmenities,Other - See Remarks
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Paddocks,HorseAmenities,Paddocks
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Palpation Chute,HorseAmenities,Palpation Chute
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Pasture,HorseAmenities,Pasture
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Riding Trail,HorseAmenities,Riding Trail
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Run in Shelter,HorseAmenities,Run in Shelter
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Round Pen,HorseAmenities,Round Pen
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Shaving Bin,HorseAmenities,Shaving Bin
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Stable(s),HorseAmenities,Stable(s)
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Tack Room,HorseAmenities,Tack Room
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Trailer Storage,HorseAmenities,Trailer Storage
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Wash Rack,HorseAmenities,Wash Rack
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Attic Finished,InteriorFeatures,Attic Finished
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Attic Other,InteriorFeatures,Attic Other
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Attic Stairs Fixed,InteriorFeatures,Attic Stairs Fixed
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Attic Stairs Pulldown,InteriorFeatures,Attic Stairs Pulldown
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Attic Walk In,InteriorFeatures,Attic Walk-in
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Breakfast Bar,InteriorFeatures,Breakfast Bar
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Built-in Features,InteriorFeatures,Built-in Features
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Cathedral Ceiling(s),InteriorFeatures,Cathedral Ceiling(s)
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Computer Niche,InteriorFeatures,Computer Niche
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Cable Prewire,InteriorFeatures,Cable Prewire
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Central Vacuum,InteriorFeatures,Central Vacuum
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Drop Zone,InteriorFeatures,Drop Zone
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Elevator,InteriorFeatures,Elevator
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Entrance Foyer,InteriorFeatures,Entrance Foyer
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Garden Tub,InteriorFeatures,Garden Tub
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Hot Tub,InteriorFeatures,Hot Tub
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Kitchen Island,InteriorFeatures,Kitchen Island
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,None,InteriorFeatures,None
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Open Floorplan,InteriorFeatures,Open Floorplan
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Other - See Remarks,InteriorFeatures,Other - See Remarks
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Pantry,InteriorFeatures,Pantry
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Sauna,InteriorFeatures,Sauna
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Split Bedroom,InteriorFeatures,Split BR Plan
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Storage,InteriorFeatures,Storage
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Tray Ceiling(s),InteriorFeatures,Tray Ceiling(s)
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Vaulted Ceiling(s),InteriorFeatures,Vaulted Ceiling(s)
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Wet Bar,InteriorFeatures,Wet Bar
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Whirlpool,InteriorFeatures,Whirlpool
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Walk-In Closet(s),InteriorFeatures,Walk-In Closet(s)
InteriorFeatures,Interior Features,InteriorFeatures,InteriorOrRoomFeatures,Walk-In Pantry,InteriorFeatures,Walk-In Pantry
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Common Area,LaundryFeatures,Common Area
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Dryer Hookup,LaundryFeatures,Dryer Hookup
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Electric Dryer Hookup,LaundryFeatures,Electric Dryer Hookup
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Gas Dryer Hookup,LaundryFeatures,Gas Dryer Hookup
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,In Bathroom,LaundryFeatures,In Bathroom
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,In Basement,LaundryFeatures,In Basement
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,In Carport,LaundryFeatures,In Carport
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,In Garage,LaundryFeatures,In Garage
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,In Hall,LaundryFeatures,In Hall
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,In Kitchen,LaundryFeatures,In Kitchen
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Mud Room,LaundryFeatures,In Mud Room
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Inside,LaundryFeatures,Inside
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,In Unit,LaundryFeatures,In Unit
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Utility Room,LaundryFeatures,In Utility Room
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Laundry Chute,LaundryFeatures,Laundry Chute
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Laundry Closet,LaundryFeatures,Laundry Closet
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Laundry Room,LaundryFeatures,Laundry Room
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Lower Level,LaundryFeatures,Lower Level
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Main Level,LaundryFeatures,Main Level
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Multiple Locations,LaundryFeatures,Multiple Locations
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,None,LaundryFeatures,None
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Other - See Remarks,LaundryFeatures,Other - See Remarks
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Outside,LaundryFeatures,Outside
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Porch,LaundryFeatures,Porch
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Sink,LaundryFeatures,Sink
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Third Level,LaundryFeatures,Third Level
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Upper Level,LaundryFeatures,Upper Level
LaundryFeatures,Laundry Features,LaundryFeatures,LaundryFeatures,Washer Hookup,LaundryFeatures,Washer Hookup
LeaseTerm,Lease Term,LeaseTerm,LeaseTerm,12 Months,LeaseTerm,1 Year
LeaseTerm,Lease Term,LeaseTerm,LeaseTerm,Month To Month,LeaseTerm,Month To Month
LeaseTerm,Lease Term,LeaseTerm,LeaseTerm,Multi-Year,LeaseTerm,Multiple Years
LeaseTerm,Lease Term,LeaseTerm,LeaseTerm,Other - See Remarks,LeaseTerm,Other - See Remarks
LeaseTerm,Lease Term,LeaseTerm,LeaseTerm,Weekly,LeaseTerm,Weekly
Levels,Levels,Levels,Levels,One,Levels,1 Story
Levels,Levels,Levels,Levels,1 Story/F.R.O.G.,Levels,1 Story/F.R.O.G.
Levels,Levels,Levels,Levels,One and One Half,Levels,1.5 Story
Levels,Levels,Levels,Levels,Two,Levels,2 Story
Levels,Levels,Levels,Levels,Two and a Half,Levels,2.5 Story
Levels,Levels,Levels,Levels,Three,Levels,3 Story
Levels,Levels,Levels,Levels,Four,Levels,4 Story
Levels,Levels,Levels,Levels,5 Story or more,Levels,5 Story or more
Levels,Levels,Levels,Levels,Split Entry (Bi-Level),Levels,Split Foyer
Levels,Levels,Levels,Levels,None,Levels,None
Levels,Levels,Levels,Levels,Split Level,Levels,Split Level
Levels,Levels,Levels,Levels,Tri-Level,Levels,Tri-Level
Levels,Levels,Levels,Levels,One,Levels,1 Story
Levels,Levels,Levels,Levels,1 Story/F.R.O.G.,Levels,1 Story/F.R.O.G.
Levels,Levels,Levels,Levels,One and One Half,Levels,1.5 Story
Levels,Levels,Levels,Levels,Two,Levels,2 Story
Levels,Levels,Levels,Levels,Two and a Half,Levels,2.5 Story
Levels,Levels,Levels,Levels,Three,Levels,3 Story
Levels,Levels,Levels,Levels,Four,Levels,4 Story
Levels,Levels,Levels,Levels,5 Story or more,Levels,5 Story or more
Levels,Levels,Levels,Levels,Split Entry (Bi-Level),Levels,Split Foyer
Levels,Levels,Levels,Levels,None,Levels,None
Levels,Levels,Levels,Levels,Split Level,Levels,Split Level
Levels,Levels,Levels,Levels,Tri-Level,Levels,Tri-Level
ListingAgreement,Listing Agreement,ListingAgreement,ListingAgreement,Exclusive Agency,ListingAgreement,Exclusive Agency
ListingAgreement,Listing Agreement,ListingAgreement,ListingAgreement,Exclusive Right With Exception,ListingAgreement,Exclusive Right With Exception
ListingAgreement,Listing Agreement,ListingAgreement,ListingAgreement,Exclusive Right To Lease,ListingAgreement,Exclusive Right To Lease
ListingAgreement,Listing Agreement,ListingAgreement,ListingAgreement,Exclusive Right To Sell,ListingAgreement,Exclusive Right To Sell
ListingService,Listing Service,ListingService,ListingService,Full Service,ListingService,Full Service
ListingService,Listing Service,ListingService,ListingService,Limited Service,ListingService,Limited Service
ListingTerms,Listing Terms,ListingTerms,ListingTerms,ARM Loan,ListingTerms,ARM Loan
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Assumable,ListingTerms,Assumable
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Build To Suit,ListingTerms,Build To Suit
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Cash,ListingTerms,Cash
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Construction Perm Loan,ListingTerms,Construction Perm Loan
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Conventional,ListingTerms,Conventional
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Exchange,ListingTerms,Exchange
ListingTerms,Listing Terms,ListingTerms,ListingTerms,FHA,ListingTerms,FHA
ListingTerms,Listing Terms,ListingTerms,ListingTerms,FHA 203(K),ListingTerms,FHA 203(K)
ListingTerms,Listing Terms,ListingTerms,ListingTerms,FMHA,ListingTerms,FMHA
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Hard Money Loan,ListingTerms,Hard Money Loan
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Land Use Ground Lease Fee,ListingTerms,Land Use Ground Lease Fee
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Lease,ListingTerms,Lease
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Lease Back,ListingTerms,Lease Back
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Lease Option,ListingTerms,Lease Option
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Lease Purchase,ListingTerms,Lease Purchase
ListingTerms,Listing Terms,ListingTerms,ListingTerms,NC Bond,ListingTerms,NC Bond
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Nonconforming Loan,ListingTerms,Nonconforming Loan
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Other - See Remarks,ListingTerms,Other - See Remarks
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Owner Financing,ListingTerms,Owner Financing
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Private,ListingTerms,Private Money Loan
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Private,ListingTerms,Private Lending Source
ListingTerms,Listing Terms,ListingTerms,ListingTerms,USDA Loan,ListingTerms,USDA Loan
ListingTerms,Listing Terms,ListingTerms,ListingTerms,VA Loan,ListingTerms,VA Loan
ListingTerms,Listing Terms,ListingTerms,ListingTerms,Wrap Around,ListingTerms,Wrap Around
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Appraiser,AreaSource,Appraiser
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Assessor,AreaSource,Assessor
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Builder,AreaSource,Builder
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Estimated,AreaSource,Estimated
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Other,AreaSource,Other
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Owner,AreaSource,Owner
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Plans,AreaSource,Plans
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Public Records,AreaSource,Public Records
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,See Remarks,AreaSource,See Remarks
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Appraiser,AreaSource,Appraiser
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Assessor,AreaSource,Assessor
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Builder,AreaSource,Builder
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Estimated,AreaSource,Estimated
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Other,AreaSource,Other
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Owner,AreaSource,Owner
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Plans,AreaSource,Plans
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,Public Records,AreaSource,Public Records
LivingAreaSource,Living Area Source,LivingAreaSource,AreaSource,See Remarks,AreaSource,See Remarks
LivingAreaUnits,Living Area Units,LivingAreaUnits,AreaUnits,Square Feet,AreaUnits,Square Feet
LivingAreaUnits,Living Area Units,LivingAreaUnits,AreaUnits,Square Feet,AreaUnits,Square Feet
LotFeatures,Lot Features,LotFeatures,LotFeatures,Waterfall - Artificial,LotFeatures,Waterfall - Artificial
LotFeatures,Lot Features,LotFeatures,LotFeatures,Beach Front,LotFeatures,Beachfront
LotFeatures,Lot Features,LotFeatures,LotFeatures,Cleared,LotFeatures,Cleared
LotFeatures,Lot Features,LotFeatures,LotFeatures,Corner Lot,LotFeatures,Corner Lot
LotFeatures,Lot Features,LotFeatures,LotFeatures,Creek Front,LotFeatures,Creekfront
LotFeatures,Lot Features,LotFeatures,LotFeatures,Crops,LotFeatures,Crops
LotFeatures,Lot Features,LotFeatures,LotFeatures,Cul-De-Sac,LotFeatures,Cul-De-Sac
LotFeatures,Lot Features,LotFeatures,LotFeatures,End Unit,LotFeatures,End Unit
LotFeatures,Lot Features,LotFeatures,LotFeatures,Flood Fringe Area,LotFeatures,Flood Fringe Area
LotFeatures,Lot Features,LotFeatures,LotFeatures,Flood Plain/Bottom Land,LotFeatures,Flood Plain
LotFeatures,Lot Features,LotFeatures,LotFeatures,Orchard(s),LotFeatures,Fruit Trees
LotFeatures,Lot Features,LotFeatures,LotFeatures,Green Area,LotFeatures,Green Area
LotFeatures,Lot Features,LotFeatures,LotFeatures,Hilly,LotFeatures,Hilly
LotFeatures,Lot Features,LotFeatures,LotFeatures,Infill Lot,LotFeatures,Infill Lot
LotFeatures,Lot Features,LotFeatures,LotFeatures,Lake On Property,LotFeatures,Lake
LotFeatures,Lot Features,LotFeatures,LotFeatures,Level,LotFeatures,Level
LotFeatures,Lot Features,LotFeatures,LotFeatures,Adjoins Forest,LotFeatures,Adjoins Nat/State Forest
LotFeatures,Lot Features,LotFeatures,LotFeatures,On Golf Course,LotFeatures,On Golf Course
LotFeatures,Lot Features,LotFeatures,LotFeatures,Open Lot,LotFeatures,Open Lot
LotFeatures,Lot Features,LotFeatures,LotFeatures,Other - See Remarks,LotFeatures,Other - See Remarks
LotFeatures,Lot Features,LotFeatures,LotFeatures,Pasture,LotFeatures,Pasture
LotFeatures,Lot Features,LotFeatures,LotFeatures,Paved,LotFeatures,Paved
LotFeatures,Lot Features,LotFeatures,LotFeatures,Pond(s),LotFeatures,Pond
LotFeatures,Lot Features,LotFeatures,LotFeatures,Private,LotFeatures,Private
LotFeatures,Lot Features,LotFeatures,LotFeatures,River Front,LotFeatures,Riverfront
LotFeatures,Lot Features,LotFeatures,LotFeatures,Rolling Slope,LotFeatures,Rolling Slope
LotFeatures,Lot Features,LotFeatures,LotFeatures,Runway Lot,LotFeatures,Runway Lot
LotFeatures,Lot Features,LotFeatures,LotFeatures,Sloped,LotFeatures,Sloped
LotFeatures,Lot Features,LotFeatures,LotFeatures,Steep Slope,LotFeatures,Steep Slope
LotFeatures,Lot Features,LotFeatures,LotFeatures,Creek/Stream,LotFeatures,Stream/Creek
LotFeatures,Lot Features,LotFeatures,LotFeatures,Taxiway Lot,LotFeatures,Taxiway Lot
LotFeatures,Lot Features,LotFeatures,LotFeatures,Wooded,LotFeatures,Trees
LotFeatures,Lot Features,LotFeatures,LotFeatures,Views,LotFeatures,Views
LotFeatures,Lot Features,LotFeatures,LotFeatures,Wetlands,LotFeatures,Wetlands
LotFeatures,Lot Features,LotFeatures,LotFeatures,Waterfall,LotFeatures,Waterfall
LotFeatures,Lot Features,LotFeatures,LotFeatures,Wooded,LotFeatures,Wooded
LotFeatures,Lot Features,LotFeatures,LotFeatures,Waterfront,LotFeatures,Waterfront
LotSizeUnits,Lot Size Units,LotSizeUnits,LotSizeUnits,Acres,LotSizeUnits,Acres
LotSizeUnits,Lot Size Units,LotSizeUnits,LotSizeUnits,Square Feet,LotSizeUnits,Square Feet
LotSizeUnits,Lot Size Units,LotSizeUnits,LotSizeUnits,Square Meters,LotSizeUnits,Square Meters
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Active,ChangeType,Active
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Under Contract-Showings,ChangeType,Under Contract-Show
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Application Received,ChangeType,Application Received
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Buyer Agency Compensation,ChangeType,Buyer Agency Compensation
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Back On Market,ChangeType,Back On Market
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Closed,ChangeType,Closed
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Coming Soon,ChangeType,Coming Soon
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Expired,ChangeType,Expired
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Temporarily Off Market,ChangeType,Temp Off Mkt/Hold
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,New Listing,ChangeType,New Listing
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Price Change,ChangeType,Price Change
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Sub Agency Compensation,ChangeType,Sub Agency Compensation
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Under Contract-No Showings,ChangeType,Under Contract-No Show
MajorChangeType,Major Change Type,MajorChangeType,ChangeType,Withdrawn,ChangeType,Withdrawn
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Compressor,OtherEquipment,Compressor
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Conveyor System,OtherEquipment,Conveyor
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Fuel Pump,OtherEquipment,Fuel Pump
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Fuel Tank(s),OtherEquipment,Fuel Tank
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Fuel Tank - Leased,OtherEquipment,Fuel Tank - Leased
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Fuel Tank - Owned,OtherEquipment,Fuel Tank - Owned
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Generator,OtherEquipment,Generator
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Generator Hookup,OtherEquipment,Generator Hookup
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Network Ready,OtherEquipment,Network Ready
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Other - See Remarks,OtherEquipment,Other - See Remarks
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Surround Sound,OtherEquipment,Surround Sound
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Compressor,OtherEquipment,Compressor
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Conveyor System,OtherEquipment,Conveyor
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Fuel Pump,OtherEquipment,Fuel Pump
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Fuel Tank(s),OtherEquipment,Fuel Tank
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Fuel Tank - Leased,OtherEquipment,Fuel Tank - Leased
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Fuel Tank - Owned,OtherEquipment,Fuel Tank - Owned
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Generator,OtherEquipment,Generator
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Generator Hookup,OtherEquipment,Generator Hookup
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Network Ready,OtherEquipment,Network Ready
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Other - See Remarks,OtherEquipment,Other - See Remarks
OtherEquipment,Other Equipment,OtherEquipment,OtherEquipment,Surround Sound,OtherEquipment,Surround Sound
OtherStructures,Other Structures,OtherStructures,OtherStructures,Airplane Hangar,OtherStructures,Airplane Hangar
OtherStructures,Other Structures,OtherStructures,OtherStructures,Auto Shop,OtherStructures,Auto Shop
OtherStructures,Other Structures,OtherStructures,OtherStructures,Barn(s),OtherStructures,Barn(s)
OtherStructures,Other Structures,OtherStructures,OtherStructures,Detached Garage,OtherStructures,Detached Garage
OtherStructures,Other Structures,OtherStructures,OtherStructures,Feed Barn,OtherStructures,Feed Barn
